 S0066 , 3PARA RAT ,T1071,,T1071
 S0595 , ThiefQuest ,T1543,,ThiefQuest
 S0595 , ThiefQuest ,T1543.001,[ThiefQuest](https://attack.mitre.org/software/S0595) installs a launch item using an embedded encrypted launch agent property list template. The plist file is installed in the ~/Library/LaunchAgents/ folder and configured with the path to the persistent binary located in the ~/Library/ folder.(Citation: wardle evilquest parti),ThiefQuest
 S0595 , ThiefQuest ,T1543.004,"When running with root privileges after a [Launch Agent](https://attack.mitre.org/techniques/T1543/001) is installed, [ThiefQuest](https://attack.mitre.org/software/S0595) installs a plist file to the /Library/LaunchDaemons/ folder with the RunAtLoad key set to true establishing persistence as a Launch Daemon. (Citation: wardle evilquest parti)",ThiefQuest
 S0595 , ThiefQuest ,T1486,"[ThiefQuest](https://attack.mitre.org/software/S0595) encrypts a set of file extensions on a host, deletes the original files, and provides a ransom note with no contact information.(Citation: wardle evilquest partii)",ThiefQuest
 S0595 , ThiefQuest ,T1622,[ThiefQuest](https://attack.mitre.org/software/S0595) uses a function named is_debugging to perform anti-debugging logic. The function invokes sysctl checking the returned value of P_TRACED. [ThiefQuest](https://attack.mitre.org/software/S0595) also calls ptrace with the PTRACE_DENY_ATTACH flag to prevent debugging.(Citation: wardle evilquest partii),ThiefQuest
 S0595 , ThiefQuest ,T1041,[ThiefQuest](https://attack.mitre.org/software/S0595) exfiltrates targeted file extensions in the /Users/ folder to the command and control server via unencrypted HTTP. Network packets contain a string with two pieces of information: a file path and the contents of the file in a base64 encoded string.(Citation: wardle evilquest partii)(Citation: reed thiefquest ransomware analysis),ThiefQuest
 S0595 , ThiefQuest ,T1564,,ThiefQuest
 S0595 , ThiefQuest ,T1564.001,[ThiefQuest](https://attack.mitre.org/software/S0595) hides a copy of itself in the user's ~/Library directory by using a . at the beginning of the file name followed by 9 random characters.(Citation: wardle evilquest parti),ThiefQuest
 S0595 , ThiefQuest ,T1562,,ThiefQuest
 S0595 , ThiefQuest ,T1562.001,[ThiefQuest](https://attack.mitre.org/software/S0595) uses the function kill_unwanted to obtain a list of running processes and kills each process matching a list of security related processes.(Citation: wardle evilquest parti),ThiefQuest
 S0595 , ThiefQuest ,T1105,[ThiefQuest](https://attack.mitre.org/software/S0595) can download and execute payloads in-memory or from disk.(Citation: wardle evilquest partii),ThiefQuest
 S0595 , ThiefQuest ,T1056,,ThiefQuest
 S0595 , ThiefQuest ,T1056.001,[ThiefQuest](https://attack.mitre.org/software/S0595) uses the CGEventTap functions to perform keylogging.(Citation: Trendmicro Evolving ThiefQuest 2020),ThiefQuest
 S0595 , ThiefQuest ,T1036,,ThiefQuest
 S0595 , ThiefQuest ,T1036.005,[ThiefQuest](https://attack.mitre.org/software/S0595) prepends a copy of itself to the beginning of an executable file while maintaining the name of the executable.(Citation: wardle evilquest partii)(Citation: reed thiefquest ransomware analysis),ThiefQuest
 S0595 , ThiefQuest ,T1106,[ThiefQuest](https://attack.mitre.org/software/S0595) uses various API to perform behaviors such as executing payloads and performing local enumeration.(Citation: wardle evilquest partii),ThiefQuest
 S0595 , ThiefQuest ,T1057,[ThiefQuest](https://attack.mitre.org/software/S0595) obtains a list of running processes using the function kill_unwanted.(Citation: wardle evilquest parti),ThiefQuest
 S0595 , ThiefQuest ,T1620,[ThiefQuest](https://attack.mitre.org/software/S0595) uses various API functions such as NSCreateObjectFileImageFromMemory to load and link in-memory payloads.(Citation: wardle evilquest partii),ThiefQuest
 S0595 , ThiefQuest ,T1518,,ThiefQuest
 S0595 , ThiefQuest ,T1518.001,"[ThiefQuest](https://attack.mitre.org/software/S0595) uses the kill_unwanted function to get a list of running processes, compares each process with an encrypted list of “unwanted” security related programs, and kills the processes for security related programs.(Citation: wardle evilquest parti)",ThiefQuest
 S0595 , ThiefQuest ,T1497,,ThiefQuest
 S0595 , ThiefQuest ,T1497.003,"[ThiefQuest](https://attack.mitre.org/software/S0595) invokes time call to check the system's time, executes a sleep command, invokes a second time call, and then compares the time difference between the two time calls and the amount of time the system slept to identify the sandbox.(Citation: wardle evilquest parti)",ThiefQuest
 S0665 , ThreatNeedle ,T1547,,ThreatNeedle
 S0665 , ThreatNeedle ,T1547.001,[ThreatNeedle](https://attack.mitre.org/software/S0665) can be loaded into the Startup folder (`%APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\OneDrives.lnk`) as a Shortcut file for persistence.(Citation: Kaspersky ThreatNeedle Feb 2021),ThreatNeedle
 S0665 , ThreatNeedle ,T1543,,ThreatNeedle
 S0665 , ThreatNeedle ,T1543.003,[ThreatNeedle](https://attack.mitre.org/software/S0665) can run in memory and register its payload as a Windows service.(Citation: Kaspersky ThreatNeedle Feb 2021),ThreatNeedle
 S0665 , ThreatNeedle ,T1005,[ThreatNeedle](https://attack.mitre.org/software/S0665) can collect data and files from a compromised host.(Citation: Kaspersky ThreatNeedle Feb 2021),ThreatNeedle
 S0665 , ThreatNeedle ,T1140,"[ThreatNeedle](https://attack.mitre.org/software/S0665) can decrypt its payload using RC4, AES, or one-byte XORing.(Citation: Kaspersky ThreatNeedle Feb 2021)",ThreatNeedle
 S0665 , ThreatNeedle ,T1083,[ThreatNeedle](https://attack.mitre.org/software/S0665) can obtain file and directory information.(Citation: Kaspersky ThreatNeedle Feb 2021),ThreatNeedle
 S0665 , ThreatNeedle ,T1105,[ThreatNeedle](https://attack.mitre.org/software/S0665) can download additional tools to enable lateral movement.(Citation: Kaspersky ThreatNeedle Feb 2021),ThreatNeedle
 S0665 , ThreatNeedle ,T1036,,ThreatNeedle
 S0665 , ThreatNeedle ,T1036.005,[ThreatNeedle](https://attack.mitre.org/software/S0665) chooses its payload creation path from a randomly selected service name from netsvc.(Citation: Kaspersky ThreatNeedle Feb 2021),ThreatNeedle
 S0665 , ThreatNeedle ,T1112,[ThreatNeedle](https://attack.mitre.org/software/S0665) can modify the Registry to save its configuration data as the following RC4-encrypted Registry key: `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\GameCon`.(Citation: Kaspersky ThreatNeedle Feb 2021),ThreatNeedle
 S0665 , ThreatNeedle ,T1027,,ThreatNeedle
 S0665 , ThreatNeedle ,T1027.011,[ThreatNeedle](https://attack.mitre.org/software/S0665) can save its configuration data as a RC4-encrypted Registry key under `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\GameCon`.(Citation: Kaspersky ThreatNeedle Feb 2021),ThreatNeedle
 S0665 , ThreatNeedle ,T1027.013,"[ThreatNeedle](https://attack.mitre.org/software/S0665) has been compressed and obfuscated using RC4, AES, or XOR.(Citation: Kaspersky ThreatNeedle Feb 2021)",ThreatNeedle
 S0665 , ThreatNeedle ,T1566,,ThreatNeedle
 S0665 , ThreatNeedle ,T1566.001,[ThreatNeedle](https://attack.mitre.org/software/S0665) has been distributed via a malicious Word document within a spearphishing email.(Citation: Kaspersky ThreatNeedle Feb 2021) ,ThreatNeedle
 S0665 , ThreatNeedle ,T1082,[ThreatNeedle](https://attack.mitre.org/software/S0665) can collect system profile information from a compromised host.(Citation: Kaspersky ThreatNeedle Feb 2021),ThreatNeedle
 S0665 , ThreatNeedle ,T1204,,ThreatNeedle
 S0665 , ThreatNeedle ,T1204.002,[ThreatNeedle](https://attack.mitre.org/software/S0665) relies on a victim to click on a malicious document for initial execution.(Citation: Kaspersky ThreatNeedle Feb 2021),ThreatNeedle
 S0668 , TinyTurla ,T1071,,TinyTurla
 S0668 , TinyTurla ,T1071.001,[TinyTurla](https://attack.mitre.org/software/S0668) can use HTTPS in C2 communications.(Citation: Talos TinyTurla September 2021),TinyTurla
 S0668 , TinyTurla ,T1059,,TinyTurla
 S0668 , TinyTurla ,T1059.003,[TinyTurla](https://attack.mitre.org/software/S0668) has been installed using a .bat file.(Citation: Talos TinyTurla September 2021),TinyTurla
 S0668 , TinyTurla ,T1005,[TinyTurla](https://attack.mitre.org/software/S0668) can upload files from a compromised host.(Citation: Talos TinyTurla September 2021),TinyTurla
 S0668 , TinyTurla ,T1573,,TinyTurla
 S0668 , TinyTurla ,T1573.002,[TinyTurla](https://attack.mitre.org/software/S0668) has the ability to encrypt C2 traffic with SSL/TLS.(Citation: Talos TinyTurla September 2021),TinyTurla
 S0668 , TinyTurla ,T1008,[TinyTurla](https://attack.mitre.org/software/S0668) can go through a list of C2 server IPs and will try to register with each until one responds.(Citation: Talos TinyTurla September 2021),TinyTurla
 S0668 , TinyTurla ,T1105,[TinyTurla](https://attack.mitre.org/software/S0668) has the ability to act as a second-stage dropper used to infect the system with additional malware.(Citation: Talos TinyTurla September 2021),TinyTurla
 S0668 , TinyTurla ,T1036,,TinyTurla
 S0668 , TinyTurla ,T1036.004,[TinyTurla](https://attack.mitre.org/software/S0668) has mimicked an existing Windows service by being installed as Windows Time Service.(Citation: Talos TinyTurla September 2021),TinyTurla
 S0668 , TinyTurla ,T1036.005,[TinyTurla](https://attack.mitre.org/software/S0668) has been deployed as `w64time.dll` to appear legitimate.(Citation: Talos TinyTurla September 2021),TinyTurla
 S0668 , TinyTurla ,T1112,[TinyTurla](https://attack.mitre.org/software/S0668) can set its configuration parameters in the Registry.(Citation: Talos TinyTurla September 2021),TinyTurla
 S0668 , TinyTurla ,T1106,"[TinyTurla](https://attack.mitre.org/software/S0668) has used `WinHTTP`, `CreateProcess`, and other APIs for C2 communications and other functions.(Citation: Talos TinyTurla September 2021)",TinyTurla
 S0668 , TinyTurla ,T1027,,TinyTurla
 S0668 , TinyTurla ,T1027.011,[TinyTurla](https://attack.mitre.org/software/S0668) can save its configuration parameters in the Registry.(Citation: Talos TinyTurla September 2021),TinyTurla
 S0668 , TinyTurla ,T1012,[TinyTurla](https://attack.mitre.org/software/S0668) can query the Registry for its configuration information.(Citation: Talos TinyTurla September 2021),TinyTurla
 S0668 , TinyTurla ,T1029,[TinyTurla](https://attack.mitre.org/software/S0668) contacts its C2 based on a scheduled timing set in its configuration.(Citation: Talos TinyTurla September 2021),TinyTurla
 S0668 , TinyTurla ,T1569,,TinyTurla
 S0668 , TinyTurla ,T1569.002,[TinyTurla](https://attack.mitre.org/software/S0668) can install itself as a service on compromised machines.(Citation: Talos TinyTurla September 2021),TinyTurla
 S0131 , TINYTYPHON ,T1020,"When a document is found matching one of the extensions in the configuration, [TINYTYPHON](https://attack.mitre.org/software/S0131) uploads it to the C2 server.(Citation: Forcepoint Monsoon)",TINYTYPHON
 S0131 , TINYTYPHON ,T1547,,TINYTYPHON
 S0131 , TINYTYPHON ,T1547.001,[TINYTYPHON](https://attack.mitre.org/software/S0131) installs itself under Registry Run key to establish persistence.(Citation: Forcepoint Monsoon),TINYTYPHON
 S0131 , TINYTYPHON ,T1083,"[TINYTYPHON](https://attack.mitre.org/software/S0131) searches through the drive containing the OS, then all drive letters C through to Z, for documents matching certain extensions.(Citation: Forcepoint Monsoon)",TINYTYPHON
 S0131 , TINYTYPHON ,T1027,,TINYTYPHON
 S0131 , TINYTYPHON ,T1027.013,[TINYTYPHON](https://attack.mitre.org/software/S0131) has used XOR with 0x90 to obfuscate its configuration file.(Citation: Forcepoint Monsoon),TINYTYPHON
 S0004 , TinyZBot ,T1547,,TinyZBot
 S0004 , TinyZBot ,T1547.001,[TinyZBot](https://attack.mitre.org/software/S0004) can create a shortcut in the Windows startup folder for persistence.(Citation: Cylance Cleaver),TinyZBot
 S0004 , TinyZBot ,T1547.009,[TinyZBot](https://attack.mitre.org/software/S0004) can create a shortcut in the Windows startup folder for persistence.(Citation: Cylance Cleaver),TinyZBot
 S0004 , TinyZBot ,T1115,[TinyZBot](https://attack.mitre.org/software/S0004) contains functionality to collect information from the clipboard.(Citation: Cylance Cleaver),TinyZBot
 S0004 , TinyZBot ,T1059,,TinyZBot
 S0004 , TinyZBot ,T1059.003,[TinyZBot](https://attack.mitre.org/software/S0004) supports execution from the command-line.(Citation: Cylance Cleaver),TinyZBot
 S0004 , TinyZBot ,T1543,,TinyZBot
 S0004 , TinyZBot ,T1543.003,[TinyZBot](https://attack.mitre.org/software/S0004) can install as a Windows service for persistence.(Citation: Cylance Cleaver),TinyZBot
 S0004 , TinyZBot ,T1562,,TinyZBot
 S0004 , TinyZBot ,T1562.001,[TinyZBot](https://attack.mitre.org/software/S0004) can disable Avira anti-virus.(Citation: Cylance Cleaver),TinyZBot
 S0004 , TinyZBot ,T1056,,TinyZBot
 S0004 , TinyZBot ,T1056.001,[TinyZBot](https://attack.mitre.org/software/S0004) contains keylogger functionality.(Citation: Cylance Cleaver),TinyZBot
 S0004 , TinyZBot ,T1113,[TinyZBot](https://attack.mitre.org/software/S0004) contains screen capture functionality.(Citation: Cylance Cleaver),TinyZBot
 S0671 , Tomiris ,T1071,,Tomiris
 S0671 , Tomiris ,T1071.001,[Tomiris](https://attack.mitre.org/software/S0671) can use HTTP to establish C2 communications.(Citation: Kaspersky Tomiris Sep 2021),Tomiris
 S0671 , Tomiris ,T1005,[Tomiris](https://attack.mitre.org/software/S0671) has the ability to collect recent files matching a hardcoded list of extensions prior to exfiltration.(Citation: Kaspersky Tomiris Sep 2021),Tomiris
 S0671 , Tomiris ,T1568,"[Tomiris](https://attack.mitre.org/software/S0671) has connected to a signalization server that provides a URL and port, and then [Tomiris](https://attack.mitre.org/software/S0671) sends a GET request to that URL to establish C2.(Citation: Kaspersky Tomiris Sep 2021)",Tomiris
 S0671 , Tomiris ,T1041," [Tomiris](https://attack.mitre.org/software/S0671) can upload files matching a hardcoded set of extensions, such as .doc, .docx, .pdf, and .rar, to its C2 server.(Citation: Kaspersky Tomiris Sep 2021)",Tomiris
 S0671 , Tomiris ,T1105,[Tomiris](https://attack.mitre.org/software/S0671) can download files and execute them on a victim's system.(Citation: Kaspersky Tomiris Sep 2021),Tomiris
 S0671 , Tomiris ,T1027,,Tomiris
 S0671 , Tomiris ,T1027.002,[Tomiris](https://attack.mitre.org/software/S0671) has been packed with UPX.(Citation: Kaspersky Tomiris Sep 2021),Tomiris
 S0671 , Tomiris ,T1053,,Tomiris
 S0671 , Tomiris ,T1053.005,"[Tomiris](https://attack.mitre.org/software/S0671) has used `SCHTASKS /CREATE /SC DAILY /TN StartDVL /TR ""[path to self]"" /ST 10:00` to establish persistence.(Citation: Kaspersky Tomiris Sep 2021)",Tomiris
 S0671 , Tomiris ,T1497,,Tomiris
 S0671 , Tomiris ,T1497.003,[Tomiris](https://attack.mitre.org/software/S0671) has the ability to sleep for at least nine minutes to evade sandbox-based analysis systems.(Citation: Kaspersky Tomiris Sep 2021),Tomiris
 S0183 , Tor ,T1573,,Tor
 S0183 , Tor ,T1573.002,"[Tor](https://attack.mitre.org/software/S0183) encapsulates traffic in multiple layers of encryption, using TLS by default.(Citation: Dingledine Tor The Second-Generation Onion Router)",Tor
 S0183 , Tor ,T1090,,Tor
 S0183 , Tor ,T1090.003,Traffic traversing the [Tor](https://attack.mitre.org/software/S0183) network will be forwarded to multiple nodes before exiting the [Tor](https://attack.mitre.org/software/S0183) network and continuing on to its intended destination.(Citation: Dingledine Tor The Second-Generation Onion Router),Tor
 S0678 , Torisma ,T1071,,Torisma
 S0678 , Torisma ,T1071.001,[Torisma](https://attack.mitre.org/software/S0678) can use HTTP and HTTPS for C2 communications.(Citation: McAfee Lazarus Nov 2020),Torisma
 S0678 , Torisma ,T1132,,Torisma
 S0678 , Torisma ,T1132.001,[Torisma](https://attack.mitre.org/software/S0678) has encoded C2 communications with Base64.(Citation: McAfee Lazarus Nov 2020),Torisma
 S0678 , Torisma ,T1140,[Torisma](https://attack.mitre.org/software/S0678) has used XOR and Base64 to decode C2 data.(Citation: McAfee Lazarus Nov 2020),Torisma
 S0678 , Torisma ,T1573,,Torisma
 S0678 , Torisma ,T1573.001,[Torisma](https://attack.mitre.org/software/S0678) has encrypted its C2 communications using XOR and VEST-32.(Citation: McAfee Lazarus Nov 2020),Torisma
